periodo,producto,familia,unidad_venta,unidades,piezas,ingresos,ventas_brutas,renglones,extras,peticiones,ingreso_por_unidad
2024-04,Pieza Tortilla de Harina,Guarnicion,ORDEN,10.00,,30.00,30.00,5,0,0,3.00
2025-12,Huevo Estrellado 2 pzas.,Huevos,ORDEN,8.00,,280.00,280.00,8,0,0,35.00
2024-09,Zanahorias p/llevar,Otros,ORDEN,38.00,,38.00,38.00,13,0,0,1.00
2024-01,Gorditas,Gordita,PIEZA,5045.00,5045.00,76814.55,77037.00,617,16,34,15.23
2026-03,Enmoladas,Enmolada,ORDEN,25.00,,4460.00,4460.00,23,8,3,178.40
2024-01,Café con Leche,Bebida,ORDEN,759.00,,22848.00,22851.00,35,0,0,30.10
2024-11,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,1.00,,18.00,18.00,1,0,0,18.00
2026-06,Pieza Enfrijolada,Guarnicion,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2024-02,Pieza Extra Quesadilla,Quesadilla,ORDEN,8.00,,184.00,184.00,6,0,0,23.00
2023-11,Enchiladas Picositas,Enchilada,ORDEN,34.00,,5254.50,5261.00,32,23,2,154.54
2026-02,Gorditas Surtidas,Gordita,PIEZA,23.00,120.00,2280.00,2280.00,14,0,0,99.13
2026-09,1/2 Empanadas (2 pzas.),Empanada,ORDEN,17.00,,1598.00,1598.00,17,1,0,94.00
2024-01,Orden Huevos Estrellados,Huevos,ORDEN,8.00,,664.00,664.00,8,0,0,83.00
2025-10,Pieza Enchilada Roja,Enchilada,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2025-06,Bistec 1 Pza.,Otros,ORDEN,4.00,,408.00,408.00,4,0,0,102.00
2025-06,Orden de Guisado de Carne,Guarnicion,ORDEN,4.00,,520.00,520.00,4,0,0,130.00
2024-09,Café con Leche,Bebida,ORDEN,809.00,,26733.00,26733.00,64,0,0,33.04
2026-05,Bocoles,Bocol,PIEZA,2429.00,2429.00,54636.00,54658.00,537,22,26,22.49
2025-05,Plátano Frito,Otros,ORDEN,27.00,,1026.00,1026.00,22,0,0,38.00
2024-10,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,103.00,,7840.00,7840.00,52,9,30,76.12
2026-08,Plátano Frito,Otros,ORDEN,32.00,,1344.00,1344.00,27,0,0,42.00
2026-09,Quesadillas (4 pzas.),Quesadilla,ORDEN,14.00,,2204.00,2204.00,11,1,11,157.43
2023-08,Tacos de Harina,Taco,PIEZA,276.00,276.00,4880.80,4966.00,109,4,0,17.68
2024-07,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,168.00,,11988.00,12002.00,70,8,57,71.36
2024-11,Enchiladas Mixtas,Enchilada,ORDEN,22.00,,3817.00,3817.00,22,17,6,173.50
2024-03,Gorditas Surtidas,Gordita,PIEZA,60.00,322.00,4770.00,4830.00,30,0,0,79.50
2024-12,Enchiladas Rojas,Enchilada,ORDEN,114.00,,17810.00,17810.00,88,73,20,156.23
2024-12,Aguacate Extra,Otros,ORDEN,9.00,,135.00,135.00,5,0,0,15.00
2025-04,Refresco 355 ml.,Bebida,ORDEN,97.00,,3104.00,3104.00,28,0,0,32.00
2025-01,Pieza Huevo Estrellado Medio,Huevos,ORDEN,28.00,,504.00,504.00,15,0,0,18.00
2023-10,Refresco 600 ml.,Bebida,ORDEN,364.00,,11046.00,11046.00,147,0,0,30.35
2026-08,Porción Frijol con Queso,Guarnicion,ORDEN,14.00,,70.00,70.00,10,0,0,5.00
2024-11,Enfrijoladas,Enfrijolada,ORDEN,11.00,,1580.00,1580.00,10,4,3,143.64
2024-08,Bocoles,Bocol,PIEZA,2290.00,2290.00,41376.70,41394.70,540,25,12,18.07
2025-02,Gorditas,Gordita,PIEZA,5232.00,5232.00,85998.00,85998.00,586,15,13,16.44
2026-02,Gorditas de Azúcar,Gordita,PIEZA,26.00,26.00,1092.00,1092.00,18,0,0,42.00
2023-10,1/2 Enfrijoladas,Enfrijolada,ORDEN,17.00,,1410.00,1410.00,13,6,0,82.94
2025-01,Tacos Harina Surtidos,Taco,PIEZA,2.00,6.00,108.00,108.00,1,0,0,54.00
2026-02,Enchiladas Picositas,Enchilada,ORDEN,21.00,,3831.00,3831.00,21,15,2,182.43
2025-04,Pieza de Pan,Guarnicion,ORDEN,152.00,,3800.00,3800.00,29,0,0,25.00
2026-07,Enfrijoladas,Enfrijolada,ORDEN,15.00,,2542.00,2997.00,15,14,20,169.47
2026-05,Pieza Enchilada Roja,Enchilada,ORDEN,4.00,,120.00,120.00,4,0,0,30.00
2025-06,Jamaica Vaso,Bebida,ORDEN,430.00,,16368.00,16368.00,29,0,0,38.07
2026-01,Tacos de Maiz,Taco,PIEZA,920.00,920.00,18463.00,18513.00,326,7,7,20.07
2024-03,Pieza Encremada,Encremada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2026-06,1/2 Enchiladas Picositas,Enchilada,ORDEN,28.00,,3602.00,3602.00,27,21,7,128.64
2025-12,Café Negro,Bebida,ORDEN,339.00,,11869.00,11869.00,41,0,0,35.01
2026-05,Topo Chico 600 ml.,Bebida,ORDEN,9.00,,351.00,351.00,8,0,0,39.00
2023-09,Pieza Extra Empanada,Empanada,ORDEN,8.00,,208.00,208.00,7,0,0,26.00
2024-11,Pieza Enchilada Roja,Enchilada,ORDEN,1.00,,23.00,23.00,1,0,0,23.00
2023-10,Horchata 1 Litro,Bebida,ORDEN,29.00,,1609.25,1612.00,19,0,0,55.49
2024-11,1/2 Entomatadas,Entomatada,ORDEN,118.00,,13221.00,13221.00,82,58,23,112.04
2025-05,Pieza Tortilla de Harina,Guarnicion,ORDEN,16.00,,80.00,80.00,4,0,0,5.00
2025-02,1/2 Encremadas,Encremada,ORDEN,32.00,,3750.00,3750.00,24,14,1,117.19
2025-08,Pieza Extra Quesadilla,Quesadilla,ORDEN,6.00,,192.00,192.00,4,0,0,32.00
2026-02,Zanahorias p/llevar,Otros,ORDEN,21.00,,0.00,0.00,10,0,0,0.00
2026-02,Orden de Guisado Normal,Guarnicion,ORDEN,12.00,,1440.00,1440.00,11,0,0,120.00
2025-01,Aguacate Extra,Otros,ORDEN,13.00,,195.00,195.00,8,0,0,15.00
2025-03,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,12.00,,240.00,240.00,10,0,0,20.00
2024-04,Gorditas Surtidas,Gordita,PIEZA,57.00,342.00,5130.00,5130.00,34,0,0,90.00
2024-06,1/2 Enchiladas Rojas,Enchilada,ORDEN,180.00,,16941.90,16956.00,116,88,19,94.12
2025-05,Ciel 600 ml.,Bebida,ORDEN,63.00,,2016.00,2016.00,27,0,0,32.00
2024-10,Pieza Encremada,Encremada,ORDEN,2.00,,46.00,46.00,2,0,0,23.00
2024-08,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,18.00,,324.00,324.00,14,0,0,18.00
2024-04,Huevos con Deshebrada,Huevos,ORDEN,30.00,,2850.00,2850.00,14,0,0,95.00
2024-03,1/2 Entomatadas,Entomatada,ORDEN,99.00,,8309.70,8407.00,77,44,19,83.94
2024-05,Pieza Enmolada,Enmolada,ORDEN,1.00,,48.00,48.00,1,1,0,48.00
2025-12,Guisado Infantil,Otros,ORDEN,3.00,,114.00,114.00,3,0,0,38.00
2024-07,Huevos con Deshebrada,Huevos,ORDEN,28.00,,3132.25,3137.00,15,0,0,111.87
2024-03,Pieza Entomatada,Entomatada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2025-10,Bistec 1 Pza.,Otros,ORDEN,2.00,,204.00,204.00,2,0,0,102.00
2025-12,Bisquet,Otros,ORDEN,134.00,,4020.00,4020.00,29,0,0,30.00
2026-02,Enmoladas,Enmolada,ORDEN,25.00,,4897.00,4897.00,23,15,5,195.88
2026-08,Huevo Revuelto 2 pzas.,Huevos,ORDEN,11.00,,385.00,385.00,10,0,0,35.00
2023-08,1/2 Enmoladas,Enmolada,ORDEN,7.00,,516.00,516.00,6,3,0,73.71
2024-07,1/2 Encremadas,Encremada,ORDEN,49.00,,5767.80,5776.00,42,27,3,117.71
2024-06,Gorditas de Azúcar,Gordita,PIEZA,21.00,21.00,630.00,630.00,10,0,0,30.00
2023-08,Fuze Tea,Bebida,ORDEN,1.00,,33.00,33.00,1,0,0,33.00
2024-03,Huevos a la Mexicana,Huevos,ORDEN,42.00,,3536.00,3536.00,24,0,0,84.19
2026-01,Porción Leche,Guarnicion,ORDEN,2.00,,30.00,30.00,1,0,0,15.00
2026-03,Orden de Guisado de Carne,Guarnicion,ORDEN,7.00,,986.00,986.00,7,0,0,140.86
2026-08,Bisquet,Otros,ORDEN,112.00,,3360.00,3360.00,32,0,0,30.00
2024-06,Bistec 1 Pza.,Otros,ORDEN,6.00,,444.00,444.00,4,0,0,74.00
2023-09,Jugo Naranja 1 Litro,Bebida,ORDEN,1.00,,59.00,59.00,1,0,0,59.00
2026-01,Enmoladas,Enmolada,ORDEN,30.00,,5835.00,5835.00,26,19,3,194.50
2024-12,Jamaica 1 Litro,Bebida,ORDEN,24.00,,1286.00,1286.00,14,0,0,53.58
2024-03,Migada Guisado de Carne,Migada,PIEZA,247.00,247.00,25484.70,25860.00,221,0,99,103.18
2024-01,1/2 Empanadas (2 pzas.),Empanada,ORDEN,73.00,,5036.00,5036.00,66,4,16,68.99
2025-04,Enchiladas Rojas,Enchilada,ORDEN,85.00,,15566.00,15566.00,72,55,36,183.13
2024-12,Refresco 355 ml.,Bebida,ORDEN,101.00,,3232.00,3232.00,28,0,0,32.00
2024-08,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,11.00,,1530.00,1530.00,11,7,2,139.09
2024-03,Enmoladas,Enmolada,ORDEN,35.00,,4870.80,4881.00,28,12,5,139.17
2025-07,Bistec 1 Pza.,Otros,ORDEN,2.00,,204.00,204.00,2,0,0,102.00
2024-07,Pieza Extra Quesadilla,Quesadilla,ORDEN,7.00,,166.00,166.00,5,0,0,23.71
2026-05,Pieza Enchilada Picosa,Enchilada,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2026-06,PROMO 6 surtidas,Otros,ORDEN,44.00,,4752.00,4752.00,10,0,0,108.00
2024-02,Quesadillas (4 pzas.),Quesadilla,ORDEN,164.00,,16189.00,16189.00,77,10,43,98.71
2026-01,Jamaica Vaso,Bebida,ORDEN,350.00,,13404.00,13404.00,29,0,0,38.30
2026-06,Huevo Estrellado 2 pzas.,Huevos,ORDEN,20.00,,700.00,700.00,16,0,0,35.00
2026-02,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2026-02,Encremadas,Encremada,ORDEN,15.00,,2768.00,2768.00,15,7,1,184.53
2025-08,Refresco 600 ml.,Bebida,ORDEN,541.00,,19710.00,19710.00,162,0,0,36.43
2025-02,Plátano Frito,Otros,ORDEN,29.00,,1030.00,1030.00,25,0,0,35.52
2024-12,Limón Vaso,Bebida,ORDEN,441.00,,15512.00,15512.00,30,0,0,35.17
2026-08,1/2 Empanadas (2 pzas.),Empanada,ORDEN,112.00,,10714.00,10714.00,107,19,23,95.66
2026-01,Huevos con Deshebrada,Huevos,ORDEN,36.00,,4695.00,4695.00,17,0,0,130.42
2025-11,1/2 Enmoladas,Enmolada,ORDEN,46.00,,5952.00,5952.00,43,31,12,129.39
2025-11,1/2 Empanadas (2 pzas.),Empanada,ORDEN,100.00,,9023.00,9023.00,99,8,37,90.23
2026-03,Café con Leche,Bebida,ORDEN,1129.00,,47483.00,47483.00,89,0,0,42.06
2026-06,Limón 1 Litro,Bebida,ORDEN,23.00,,1483.00,1483.00,12,0,0,64.48
2024-04,Bocoles,Bocol,PIEZA,1669.00,1669.00,28936.10,28942.90,429,14,6,17.34
2026-01,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,132.00,,11156.00,11156.00,70,8,54,84.52
2024-11,Orden Huevos Estrellados,Huevos,ORDEN,9.00,,970.00,970.00,9,0,0,107.78
2024-08,Enchiladas Rojas,Enchilada,ORDEN,108.00,,16734.00,16734.00,84,62,9,154.94
2024-08,Refresco 600 ml.,Bebida,ORDEN,531.00,,18136.30,18138.00,167,0,0,34.15
2025-01,1/2 Enmoladas,Enmolada,ORDEN,43.00,,4495.00,4495.00,40,21,9,104.53
2025-05,Porción Frijol con Queso,Guarnicion,ORDEN,13.00,,65.00,65.00,12,0,0,5.00
2025-03,Pieza Enchilada Roja,Enchilada,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2024-01,Bisquet,Otros,ORDEN,73.00,,1825.00,1825.00,25,0,0,25.00
2026-01,1/2 Empanadas (2 pzas.),Empanada,ORDEN,104.00,,9413.00,9413.00,101,13,34,90.51
2024-08,1/2 Empanadas (2 pzas.),Empanada,ORDEN,109.00,,8903.05,8907.00,105,14,51,81.68
2026-07,Topo Chico 600 ml.,Bebida,ORDEN,16.00,,624.00,624.00,10,0,0,39.00
2026-05,Bocoles Surtidos,Bocol,PIEZA,4.00,13.00,286.00,286.00,3,0,0,71.50
2026-02,Tacos de Harina,Taco,PIEZA,756.00,756.00,17425.00,17447.00,270,10,5,23.05
2025-08,Encremadas,Encremada,ORDEN,20.00,,3518.00,3518.00,18,11,3,175.90
2023-12,Bocoles Surtidos,Bocol,PIEZA,8.00,36.00,612.00,612.00,5,0,0,76.50
2025-10,Porción Ensalada,Guarnicion,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2025-08,Horchata 1 Litro,Bebida,ORDEN,27.00,,1888.00,1888.00,18,0,0,69.93
2026-06,Huevos Rancheros,Huevos,ORDEN,51.00,,6120.00,6120.00,24,0,0,120.00
2024-08,Huevos Rancheros,Huevos,ORDEN,19.00,,2166.00,2166.00,13,0,0,114.00
2025-09,1/2 Empanadas (2 pzas.),Empanada,ORDEN,77.00,,6994.00,6994.00,72,10,32,90.83
2026-05,Tacos de Maiz,Taco,PIEZA,1031.00,1031.00,23147.00,23147.00,342,15,5,22.45
2024-07,Encremadas,Encremada,ORDEN,32.00,,4963.00,4963.00,29,21,1,155.09
2025-06,Pieza Tortilla de Harina,Guarnicion,ORDEN,10.00,,50.00,50.00,7,0,0,5.00
2026-09,Gorditas,Gordita,PIEZA,802.00,802.00,15611.00,15611.00,116,11,5,19.47
2026-04,Café Negro,Bebida,ORDEN,365.00,,15382.00,15382.00,37,0,0,42.14
2026-02,Limón Vaso,Bebida,ORDEN,397.00,,16765.00,16765.00,28,0,0,42.23
2024-12,Migada Guisado Normal,Migada,PIEZA,27.00,27.00,3181.00,3181.00,27,0,18,117.81
2026-09,Horchata Vaso,Bebida,ORDEN,15.00,,643.00,643.00,5,0,0,42.87
2026-07,Té de Manzanilla,Bebida,ORDEN,2.00,,66.00,66.00,2,0,0,33.00
2026-03,Huevos Rancheros,Huevos,ORDEN,40.00,,4800.00,4800.00,23,0,0,120.00
2026-04,Gorditas de Azúcar,Gordita,PIEZA,31.00,31.00,1302.00,1302.00,20,0,0,42.00
2025-07,Ciel 600 ml.,Bebida,ORDEN,71.00,,2272.00,2272.00,27,0,0,32.00
2024-04,Bistec 1 Pza.,Otros,ORDEN,3.00,,222.00,222.00,2,0,0,74.00
2024-05,Migada Guisado Normal,Migada,PIEZA,46.00,46.00,4566.00,4566.00,44,2,24,99.26
2026-06,Topo Chico 600 ml.,Bebida,ORDEN,14.00,,546.00,546.00,11,0,0,39.00
2024-11,Jugo Naranja Vaso,Bebida,ORDEN,1.00,,68.00,68.00,1,0,0,68.00
2023-09,Enmoladas,Enmolada,ORDEN,31.00,,4498.90,4504.00,28,20,6,145.13
2024-10,Pieza Extra Empanada,Empanada,ORDEN,6.00,,186.00,186.00,6,0,0,31.00
2026-04,Café con Leche,Bebida,ORDEN,1102.00,,46349.00,46349.00,90,0,0,42.06
2026-04,Enmoladas,Enmolada,ORDEN,31.00,,6116.00,6365.00,24,19,4,197.29
2025-02,Bocoles,Bocol,PIEZA,1807.00,1807.00,34260.00,34262.00,460,15,21,18.96
2026-09,Café Negro,Bebida,ORDEN,80.00,,3360.00,3360.00,5,0,0,42.00
2026-06,Quesadillas (4 pzas.),Quesadilla,ORDEN,142.00,,20155.00,20155.00,64,5,48,141.94
2025-12,Porción Leche,Guarnicion,ORDEN,4.00,,60.00,60.00,4,0,0,15.00
2025-08,Té de Manzanilla,Bebida,ORDEN,1.00,,33.00,33.00,1,0,0,33.00
2024-02,Jugo Naranja Vaso,Bebida,ORDEN,135.00,,5265.00,5265.00,25,0,0,39.00
2024-10,Porción Frijol con Queso,Guarnicion,ORDEN,2.00,,10.00,10.00,2,0,0,5.00
2025-12,Enchiladas Rojas,Enchilada,ORDEN,101.00,,18008.00,18008.00,79,62,18,178.30
2025-03,Café con Leche,Bebida,ORDEN,1017.00,,35703.00,35703.00,83,0,0,35.11
2023-09,Plátano Frito,Otros,ORDEN,34.00,,1170.00,1170.00,22,0,0,34.41
2024-06,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,13.00,,1724.00,1724.00,13,9,3,132.62
2026-02,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,11.00,,220.00,220.00,9,0,0,20.00
2024-01,Enfrijoladas,Enfrijolada,ORDEN,11.00,,1502.00,1502.00,11,7,1,136.55
2024-12,Plátano Frito,Otros,ORDEN,29.00,,986.00,986.00,26,0,0,34.00
2026-03,Zanahorias p/llevar,Otros,ORDEN,12.00,,0.00,0.00,7,0,0,0.00
2024-05,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,7.00,,105.00,105.00,5,0,0,15.00
2025-07,Enfrijoladas,Enfrijolada,ORDEN,11.00,,1829.00,1829.00,10,7,2,166.27
2025-05,Aguacate Extra,Otros,ORDEN,4.00,,60.00,60.00,4,0,0,15.00
2025-10,Fuze Tea,Bebida,ORDEN,17.00,,680.00,680.00,12,0,0,40.00
2025-05,Limón Vaso,Bebida,ORDEN,524.00,,20013.00,20013.00,30,0,0,38.19
2025-09,Limón Vaso,Bebida,ORDEN,519.00,,19851.00,19851.00,30,0,0,38.25
2023-10,Tacos de Harina,Taco,PIEZA,882.00,882.00,15563.95,15658.00,308,6,0,17.65
2024-06,Huevos Rancheros,Huevos,ORDEN,27.00,,2565.00,2565.00,15,0,0,95.00
2025-06,Enmoladas,Enmolada,ORDEN,33.00,,6118.00,6118.00,29,20,5,185.39
2023-08,Horchata 1 Litro,Bebida,ORDEN,5.00,,275.00,275.00,3,0,0,55.00
2025-08,Pieza Tortilla de Harina,Guarnicion,ORDEN,2.00,,10.00,10.00,1,0,0,5.00
2024-05,Pieza Tortilla de Maíz,Guarnicion,ORDEN,6.00,,18.00,18.00,2,0,0,3.00
2026-01,Ciel 600 ml.,Bebida,ORDEN,82.00,,2636.00,2636.00,27,0,0,32.15
2026-03,Tacos de Maiz,Taco,PIEZA,862.00,862.00,19345.00,19345.00,335,14,3,22.44
2024-12,Tacos Maíz Surtidos,Taco,PIEZA,2.00,8.00,144.00,144.00,2,0,0,72.00
2024-04,Salsa Roja,Guarnicion,ORDEN,11.00,,3.00,3.00,9,0,0,0.27
2024-11,Zanahorias p/llevar,Otros,ORDEN,49.00,,47.00,47.00,16,0,0,0.96
2024-05,Café Negro,Bebida,ORDEN,252.00,,7557.00,7560.00,33,0,0,29.99
2025-10,1/2 Enchiladas Rojas,Enchilada,ORDEN,135.00,,16869.00,16869.00,113,87,37,124.96
2024-11,Enchiladas Picositas,Enchilada,ORDEN,27.00,,4508.00,4508.00,25,18,8,166.96
2025-08,Enchiladas Picositas,Enchilada,ORDEN,23.00,,4585.00,4585.00,22,18,3,199.35
2025-01,Tacos de Harina,Taco,PIEZA,891.00,891.00,16177.00,16177.00,311,14,2,18.16
2023-11,Limón Vaso,Bebida,ORDEN,207.00,,6437.00,6437.00,29,0,0,31.10
2025-10,Horchata 1 Litro,Bebida,ORDEN,24.00,,1781.00,1781.00,12,0,0,74.21
2023-11,1/2 Enmoladas,Enmolada,ORDEN,20.00,,1757.00,1757.00,20,12,1,87.85
2025-02,Café con Leche,Bebida,ORDEN,880.00,,29804.25,29806.00,67,0,0,33.87
2024-08,Salsa Roja,Guarnicion,ORDEN,33.00,,27.00,27.00,16,0,0,0.82
2025-07,Horchata 1 Litro,Bebida,ORDEN,35.00,,2452.00,2452.00,21,0,0,70.06
2025-03,1/2 Enmoladas,Enmolada,ORDEN,57.00,,7946.00,7946.00,47,33,4,139.40
2024-04,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,56.00,56.00,1,0,0,28.00
2026-08,Salsa Habanera,Guarnicion,ORDEN,17.00,,152.00,152.00,14,0,0,8.94
2023-11,1/2 Encremadas,Encremada,ORDEN,30.00,,2911.70,2915.00,27,15,2,97.06
2024-05,Aguacate Extra,Otros,ORDEN,2.00,,30.00,30.00,2,0,0,15.00
2023-08,Limón 1 Litro,Bebida,ORDEN,7.00,,362.15,371.00,6,0,0,51.74
2024-04,Enfrijoladas,Enfrijolada,ORDEN,6.00,,743.00,743.00,6,3,0,123.83
2024-04,Jugo Naranja 1 Litro,Bebida,ORDEN,26.00,,1669.00,1669.00,17,0,0,64.19
2023-12,Té de Manzanilla,Bebida,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2024-05,Bistec 1 Pza.,Otros,ORDEN,10.00,,740.00,740.00,7,0,0,74.00
2023-12,1/2 Enfrijoladas,Enfrijolada,ORDEN,14.00,,1286.00,1286.00,13,8,4,91.86
2025-07,Pieza Enchilada Roja,Enchilada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2024-05,1/2 Encremadas,Encremada,ORDEN,56.00,,5414.00,5414.00,41,26,1,96.68
2023-11,Jamaica 1 Litro,Bebida,ORDEN,73.00,,3505.15,3565.00,24,0,0,48.02
2025-02,Enfrijoladas,Enfrijolada,ORDEN,13.00,,2394.00,2394.00,12,7,1,184.15
2026-09,1/2 Enchiladas Rojas,Enchilada,ORDEN,29.00,,3767.00,3767.00,24,15,13,129.90
2026-05,Plátano Frito,Otros,ORDEN,35.00,,1470.00,1470.00,30,0,0,42.00
2026-07,Enchiladas Picositas,Enchilada,ORDEN,18.00,,3591.00,3591.00,18,15,0,199.50
2026-08,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,17.00,,340.00,340.00,13,0,0,20.00
2025-09,Jamaica Vaso,Bebida,ORDEN,409.00,,15570.00,15570.00,30,0,0,38.07
2024-03,Bocoles,Bocol,PIEZA,1850.00,1850.00,31753.20,31896.00,465,15,4,17.16
2024-01,Porción Frijol con Queso,Guarnicion,ORDEN,4.00,,20.00,20.00,3,0,0,5.00
2023-10,Pieza Enmolada,Enmolada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2026-08,Huevos Rancheros,Huevos,ORDEN,31.00,,3756.00,3756.00,22,0,0,121.16
2024-03,Bistec 1 Pza.,Otros,ORDEN,1.00,,74.00,74.00,1,0,0,74.00
2026-08,Pieza Enmolada,Enmolada,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2024-12,Enchiladas Picositas,Enchilada,ORDEN,28.00,,4458.00,4458.00,25,20,3,159.21
2024-03,Aguacate Extra,Otros,ORDEN,1.00,,15.00,15.00,1,0,0,15.00
2024-11,1/2 Enchiladas Picositas,Enchilada,ORDEN,33.00,,3540.00,3540.00,32,24,0,107.27
2025-06,Pieza Huevo Estrellado Medio,Huevos,ORDEN,10.00,,200.00,200.00,7,0,0,20.00
2026-07,Plátano Frito,Otros,ORDEN,36.00,,1512.00,1512.00,28,0,0,42.00
2026-03,1/2 Enchiladas Picositas,Enchilada,ORDEN,36.00,,5059.00,5059.00,33,27,3,140.53
2023-12,Pieza Tortilla de Harina,Guarnicion,ORDEN,9.00,,27.00,27.00,3,0,0,3.00
2024-04,Pieza Huevo Estrellado Medio,Huevos,ORDEN,1.00,,15.00,15.00,1,0,0,15.00
2024-05,Pieza de Pan,Guarnicion,ORDEN,127.00,,2540.00,2540.00,27,0,0,20.00
2024-09,Refresco 600 ml.,Bebida,ORDEN,484.00,,16569.00,16569.00,152,0,0,34.23
2025-04,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2025-03,Zanahorias p/llevar,Otros,ORDEN,39.00,,37.00,37.00,19,0,0,0.95
2024-04,Pieza Extra Empanada,Empanada,ORDEN,3.00,,76.70,78.00,3,0,0,25.57
2026-01,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,20.00,,400.00,400.00,17,0,0,20.00
2025-03,Enchiladas Picositas,Enchilada,ORDEN,39.00,,7545.00,7545.00,35,28,6,193.46
2026-06,Guisado Infantil,Otros,ORDEN,2.00,,76.00,76.00,2,0,0,38.00
2026-06,Orden Huevos Estrellados,Huevos,ORDEN,7.00,,840.00,840.00,7,0,0,120.00
2024-06,Pieza Extra Quesadilla,Quesadilla,ORDEN,4.00,,92.00,92.00,3,0,0,23.00
2026-02,Enfrijoladas,Enfrijolada,ORDEN,11.00,,2082.00,2082.00,10,8,8,189.27
2025-09,Tacos de Maiz,Taco,PIEZA,948.00,948.00,19315.00,19335.00,332,17,2,20.37
2025-07,Migada Guisado Normal,Migada,PIEZA,33.00,33.00,4371.00,4371.00,33,1,22,132.45
2024-02,Tacos Harina Surtidos,Taco,PIEZA,2.00,9.00,153.00,153.00,2,0,0,76.50
2025-08,1/2 Empanadas (2 pzas.),Empanada,ORDEN,101.00,,9210.00,9210.00,98,20,17,91.19
2025-04,Migada Guisado de Carne,Migada,PIEZA,231.00,231.00,32621.00,32621.00,212,3,95,141.22
2025-03,Pieza Huevo Estrellado Medio,Huevos,ORDEN,17.00,,340.00,340.00,11,0,0,20.00
2025-07,Jamaica 1 Litro,Bebida,ORDEN,17.00,,992.00,992.00,14,0,0,58.35
2026-02,Porción Frijol con Queso,Guarnicion,ORDEN,12.00,,60.00,60.00,6,0,0,5.00
2026-08,Salsa Verde,Guarnicion,ORDEN,12.00,,111.00,111.00,9,0,0,9.25
2026-08,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,32.00,,4645.00,4645.00,32,18,4,145.16
2026-01,Bistec 1 Pza.,Otros,ORDEN,3.00,,306.00,306.00,3,0,0,102.00
2025-12,Salsa Roja,Guarnicion,ORDEN,30.00,,0.00,0.00,10,0,0,0.00
2025-12,PROMO 6 surtidas,Otros,ORDEN,87.00,,8265.00,8265.00,10,0,0,95.00
2025-02,Zanahorias p/llevar,Otros,ORDEN,29.00,,23.00,23.00,12,0,0,0.79
2026-04,Fuze Tea,Bebida,ORDEN,24.00,,1080.00,1080.00,18,0,0,45.00
2026-05,Jugo Naranja Vaso,Bebida,ORDEN,31.00,,2046.00,2046.00,1,0,0,66.00
2023-10,Pieza Tortilla de Harina,Guarnicion,ORDEN,18.00,,54.00,54.00,6,0,0,3.00
2026-01,Migada Guisado de Carne,Migada,PIEZA,234.00,234.00,31877.00,31997.00,213,0,152,136.23
2024-01,Pieza Tortilla de Maíz,Guarnicion,ORDEN,11.00,,33.00,33.00,4,0,0,3.00
2025-05,Pieza Extra Quesadilla,Quesadilla,ORDEN,2.00,,64.00,64.00,1,0,0,32.00
2023-08,1/2 Empanadas (2 pzas.),Empanada,ORDEN,4.00,,300.00,300.00,4,1,0,75.00
2024-02,Jugo Naranja 1 Litro,Bebida,ORDEN,26.00,,1531.05,1534.00,16,0,0,58.89
2024-03,Zanahorias p/llevar,Otros,ORDEN,7.00,,0.00,0.00,5,0,0,0.00
2025-10,Pieza Extra Quesadilla,Quesadilla,ORDEN,8.00,,256.00,256.00,6,0,0,32.00
2026-05,Jamaica Vaso,Bebida,ORDEN,515.00,,21630.00,21630.00,31,0,0,42.00
2023-10,Migada Guisado de Carne,Migada,PIEZA,214.00,214.00,22244.70,22260.00,192,0,66,103.95
