periodo,producto,familia,unidad_venta,unidades,piezas,ingresos,ventas_brutas,renglones,extras,peticiones,ingreso_por_unidad
2025-03,Jamaica 1 Litro,Bebida,ORDEN,22.00,,1258.00,1258.00,17,0,0,57.18
2026-09,1/2 Enchiladas Picositas,Enchilada,ORDEN,5.00,,685.00,685.00,5,4,0,137.00
2024-02,1/2 Encremadas,Encremada,ORDEN,25.00,,2221.00,2221.00,23,13,2,88.84
2024-12,Ciel 600 ml.,Bebida,ORDEN,42.00,,1302.00,1302.00,21,0,0,31.00
2026-02,1/2 Enfrijoladas,Enfrijolada,ORDEN,17.00,,2341.00,2341.00,17,11,3,137.71
2025-10,Encremadas,Encremada,ORDEN,19.00,,3284.00,3284.00,16,8,0,172.84
2025-10,Salsa Verde,Guarnicion,ORDEN,6.00,,1.00,1.00,6,0,0,0.17
2026-04,Bocoles,Bocol,PIEZA,2212.00,2212.00,49636.00,49711.00,526,16,20,22.44
2025-05,Horchata 1 Litro,Bebida,ORDEN,46.00,,3214.00,3214.00,21,0,0,69.87
2025-05,Enchiladas Picositas,Enchilada,ORDEN,35.00,,6564.00,6564.00,32,23,5,187.54
2026-03,Gorditas de Azúcar,Gordita,PIEZA,33.00,33.00,1386.00,1386.00,21,0,0,42.00
2026-05,Zanahorias p/llevar,Otros,ORDEN,3.00,,0.00,0.00,1,0,0,0.00
2024-07,Enchiladas Mixtas,Enchilada,ORDEN,34.00,,5397.00,5397.00,33,23,5,158.74
2024-09,Bocoles Surtidos,Bocol,PIEZA,4.00,14.00,252.00,252.00,3,0,0,63.00
2024-12,Bistec 1 Pza.,Otros,ORDEN,2.00,,170.00,170.00,2,0,0,85.00
2026-02,Jamaica 1 Litro,Bebida,ORDEN,15.00,,993.00,993.00,9,0,0,66.20
2026-01,1/2 Encremadas,Encremada,ORDEN,25.00,,3511.00,3511.00,24,18,1,140.44
2024-09,Huevos con Deshebrada,Huevos,ORDEN,25.00,,2850.00,2850.00,16,0,0,114.00
2026-01,Enchiladas Mixtas,Enchilada,ORDEN,44.00,,8276.00,8276.00,43,35,3,188.09
2026-01,Quesadillas (4 pzas.),Quesadilla,ORDEN,148.00,,18740.00,18740.00,64,5,43,126.62
2025-10,1/2 Entomatadas,Entomatada,ORDEN,106.00,,13252.00,13252.00,80,58,26,125.02
2026-04,Migada Guisado Normal,Migada,PIEZA,28.00,28.00,3844.00,3844.00,28,0,18,137.29
2025-04,1/2 Empanadas (2 pzas.),Empanada,ORDEN,85.00,,7733.00,7733.00,78,15,25,90.98
2026-07,Tacos de Maiz,Taco,PIEZA,1015.00,1015.00,22700.25,22709.00,349,15,3,22.36
2024-03,Pieza Extra Empanada,Empanada,ORDEN,2.00,,52.00,52.00,2,0,0,26.00
2026-04,Horchata Vaso,Bebida,ORDEN,141.00,,5948.00,5948.00,30,0,0,42.18
2025-09,Jamaica 1 Litro,Bebida,ORDEN,20.00,,1180.00,1180.00,13,0,0,59.00
2026-03,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,11.00,,220.00,220.00,7,0,0,20.00
2024-11,Orden Huevos Revueltos,Huevos,ORDEN,2.00,,200.00,200.00,2,0,0,100.00
2024-04,Jamaica Vaso,Bebida,ORDEN,235.00,,7297.25,7305.00,30,0,0,31.05
2023-09,Entomatadas,Entomatada,ORDEN,87.00,,12646.00,12646.00,64,48,13,145.36
2024-09,Huevos Rancheros,Huevos,ORDEN,22.00,,2558.00,2558.00,18,0,0,116.27
2025-10,Orden Huevos Revueltos,Huevos,ORDEN,2.00,,270.00,270.00,2,0,0,135.00
2025-01,Empanadas (4 pzas.),Empanada,ORDEN,139.00,,17905.00,17905.00,132,36,30,128.81
2025-11,Huevo Estrellado 2 pzas.,Huevos,ORDEN,3.00,,105.00,105.00,2,0,0,35.00
2025-07,Huevo Estrellado 2 pzas.,Huevos,ORDEN,6.00,,210.00,210.00,5,0,0,35.00
2025-03,Migada Guisado de Carne,Migada,PIEZA,251.00,251.00,35474.00,35474.00,232,3,95,141.33
2023-09,Huevos Rancheros,Huevos,ORDEN,5.00,,475.00,475.00,4,0,0,95.00
2023-11,1/2 Enchiladas Rojas,Enchilada,ORDEN,117.00,,10804.60,10814.00,88,63,14,92.35
2024-07,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,2.00,,33.00,33.00,2,0,0,16.50
2025-02,Salsa Verde,Guarnicion,ORDEN,47.00,,30.00,30.00,20,0,0,0.64
2023-10,Entomatadas,Entomatada,ORDEN,77.00,,11179.00,11179.00,60,46,14,145.18
2026-04,Pieza Enmolada,Enmolada,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2026-07,Horchata 1 Litro,Bebida,ORDEN,65.00,,4590.00,4590.00,22,0,0,70.62
2025-02,1/2 Enchiladas Picositas,Enchilada,ORDEN,23.00,,3009.00,3009.00,22,16,1,130.83
2024-09,Tacos de Maiz,Taco,PIEZA,1129.00,1129.00,20359.00,20359.00,363,5,2,18.03
2023-11,Entomatadas,Entomatada,ORDEN,61.00,,8750.00,8750.00,49,35,13,143.44
2026-09,Pieza Huevo Estrellado Medio,Huevos,ORDEN,5.00,,100.00,100.00,4,0,0,20.00
2025-12,Bocoles Surtidos,Bocol,PIEZA,3.00,18.00,360.00,360.00,3,0,0,120.00
2025-04,Enfrijoladas,Enfrijolada,ORDEN,13.00,,2505.00,2505.00,13,8,15,192.69
2024-12,Enmoladas,Enmolada,ORDEN,26.00,,4300.00,4300.00,24,14,6,165.38
2025-12,Huevos con Deshebrada,Huevos,ORDEN,35.00,,4550.00,4550.00,16,0,0,130.00
2025-07,Limón 1 Litro,Bebida,ORDEN,42.00,,2778.00,2778.00,23,0,0,66.14
2025-05,Bocoles Surtidos,Bocol,PIEZA,6.00,23.00,460.00,460.00,6,0,0,76.67
2025-05,Gorditas Surtidas,Gordita,PIEZA,20.00,90.00,1530.00,1530.00,16,0,0,76.50
2026-07,Jamaica Vaso,Bebida,ORDEN,534.00,,22493.00,22493.00,30,0,0,42.12
2026-07,Huevo Estrellado 2 pzas.,Huevos,ORDEN,13.00,,455.00,455.00,12,0,0,35.00
2024-07,Jugo Naranja 1 Litro,Bebida,ORDEN,1.00,,0.00,77.00,1,0,0,0.00
2025-09,Huevos con Deshebrada,Huevos,ORDEN,38.00,,5030.00,5030.00,20,0,0,132.37
2025-07,Gorditas,Gordita,PIEZA,6263.00,6263.00,107868.00,108157.00,670,23,26,17.22
2024-12,1/2 Enmoladas,Enmolada,ORDEN,52.00,,5601.00,5601.00,39,25,7,107.71
2025-12,Migada Guisado de Carne,Migada,PIEZA,285.00,285.00,38430.00,38430.00,264,1,145,134.84
2023-09,Jamaica 1 Litro,Bebida,ORDEN,64.00,,3062.65,3118.00,26,0,0,47.85
2025-03,Limón 1 Litro,Bebida,ORDEN,23.00,,1314.00,1314.00,14,0,0,57.13
2025-01,Gorditas Surtidas,Gordita,PIEZA,20.00,99.00,1584.00,1584.00,17,0,0,79.20
2026-02,Bocoles Surtidos,Bocol,PIEZA,1.00,10.00,220.00,220.00,1,0,0,220.00
2025-06,Porción Frijol con Queso,Guarnicion,ORDEN,5.00,,25.00,25.00,5,0,0,5.00
2024-03,Gorditas,Gordita,PIEZA,5039.00,5039.00,76231.80,76451.00,606,4,9,15.13
2026-04,Orden de Guisado de Carne,Guarnicion,ORDEN,7.00,,945.00,945.00,5,0,0,135.00
2026-05,Horchata 1 Litro,Bebida,ORDEN,42.00,,3024.00,3024.00,20,0,0,72.00
2025-12,Enmoladas,Enmolada,ORDEN,41.00,,7064.00,7064.00,28,15,5,172.29
2026-01,Pieza Entomatada,Entomatada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2024-06,Gorditas Surtidas,Gordita,PIEZA,24.00,129.00,1935.00,1935.00,16,0,0,80.63
2025-07,Huevos Rancheros,Huevos,ORDEN,31.00,,3574.00,3574.00,20,0,0,115.29
2025-01,Bistec 1 Pza.,Otros,ORDEN,1.00,,85.00,85.00,1,0,0,85.00
2026-05,Orden de Guisado de Carne,Guarnicion,ORDEN,8.00,,1080.00,1080.00,7,6,0,135.00
2023-12,Refresco 600 ml.,Bebida,ORDEN,461.00,,13939.50,13947.00,164,0,0,30.24
2025-09,PROMO 6 surtidas,Otros,ORDEN,43.00,,3990.00,4085.00,10,0,0,92.79
2023-09,Limón Vaso,Bebida,ORDEN,271.00,,8439.45,8441.00,30,0,0,31.14
2025-03,Huevo Revuelto 2 pzas.,Huevos,ORDEN,5.00,,175.00,175.00,4,0,0,35.00
2026-07,Bocoles Surtidos,Bocol,PIEZA,3.00,15.00,330.00,330.00,2,0,0,110.00
2024-10,Plátano Frito,Otros,ORDEN,37.00,,1258.00,1258.00,30,0,0,34.00
2024-10,Salsa Roja,Guarnicion,ORDEN,25.00,,25.00,25.00,16,0,0,1.00
2024-04,Pieza Enchilada Roja,Enchilada,ORDEN,1.00,,20.00,20.00,1,0,0,20.00
2025-10,Refresco 355 ml.,Bebida,ORDEN,89.00,,2848.00,2848.00,28,0,0,32.00
2025-01,Huevos a la Mexicana,Huevos,ORDEN,41.00,,4170.00,4170.00,20,0,0,101.71
2026-05,Huevos Rancheros,Huevos,ORDEN,42.00,,5076.00,5076.00,23,0,0,120.86
2025-02,Orden de Guisado de Carne,Guarnicion,ORDEN,2.00,,244.00,244.00,2,0,0,122.00
2025-02,Migada Guisado Normal,Migada,PIEZA,31.00,31.00,3759.00,3759.00,29,2,5,121.26
2025-06,Pieza Entomatada,Entomatada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2024-12,1/2 Enchiladas Rojas,Enchilada,ORDEN,198.00,,21668.00,21668.00,131,103,44,109.43
2025-11,Fuze Tea,Bebida,ORDEN,17.00,,680.00,680.00,13,0,0,40.00
2026-02,Bistec 1 Pza.,Otros,ORDEN,14.00,,1428.00,1428.00,9,0,0,102.00
2025-11,Zanahorias p/llevar,Otros,ORDEN,23.00,,16.00,16.00,12,0,0,0.70
2026-04,Limón Vaso,Bebida,ORDEN,478.00,,20015.00,20141.00,29,0,0,41.87
2026-07,1/2 Enmoladas,Enmolada,ORDEN,68.00,,8699.00,8699.00,53,34,11,127.93
2024-02,1/2 Enchiladas Picositas,Enchilada,ORDEN,35.00,,3354.00,3354.00,34,23,10,95.83
2025-02,Huevo Estrellado 2 pzas.,Huevos,ORDEN,1.00,,35.00,35.00,1,0,0,35.00
2025-11,Pieza Tortilla de Harina,Guarnicion,ORDEN,2.00,,10.00,10.00,1,0,0,5.00
2026-08,Pieza Extra Quesadilla,Quesadilla,ORDEN,14.00,,490.00,490.00,10,0,0,35.00
2024-08,Café con Leche,Bebida,ORDEN,797.00,,26297.70,26367.00,54,0,0,33.00
2025-09,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,127.00,,11262.00,11262.00,81,14,50,88.68
2025-07,Salsa Verde,Guarnicion,ORDEN,32.00,,28.00,28.00,16,0,0,0.88
2023-09,Gorditas Surtidas,Gordita,PIEZA,34.00,210.00,3150.00,3150.00,25,0,0,92.65
2026-08,Porción Ensalada,Guarnicion,ORDEN,9.00,,225.00,225.00,7,0,0,25.00
2026-07,PROMO 6 surtidas,Otros,ORDEN,58.00,,6264.00,6264.00,9,0,0,108.00
2026-06,Pieza Enchilada Picosa,Enchilada,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2025-08,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,17.00,,340.00,340.00,11,0,0,20.00
2024-11,Salsa Verde,Guarnicion,ORDEN,27.00,,24.00,24.00,16,0,0,0.89
2023-08,Orden de Guisado Normal,Guarnicion,ORDEN,1.00,,95.00,95.00,1,0,0,95.00
2024-04,1/2 Empanadas (2 pzas.),Empanada,ORDEN,73.00,,4991.40,4998.00,66,2,34,68.38
2025-04,1/2 Entomatadas,Entomatada,ORDEN,141.00,,17167.00,17167.00,104,66,52,121.75
2025-07,Tacos de Maiz,Taco,PIEZA,936.00,936.00,18950.00,18950.00,341,11,4,20.25
2025-03,1/2 Empanadas (2 pzas.),Empanada,ORDEN,87.00,,7963.00,7963.00,85,13,42,91.53
2025-07,Porción Frijol con Queso,Guarnicion,ORDEN,10.00,,50.00,50.00,8,0,0,5.00
2025-11,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,25.00,,3940.00,3940.00,24,15,3,157.60
2023-12,Huevos Rancheros,Huevos,ORDEN,16.00,,1520.00,1520.00,12,0,0,95.00
2026-06,Entomatadas,Entomatada,ORDEN,69.00,,13338.00,13720.00,52,37,14,193.30
2025-12,Pieza Extra Quesadilla,Quesadilla,ORDEN,10.00,,320.00,320.00,7,0,0,32.00
2025-09,1/2 Enfrijoladas,Enfrijolada,ORDEN,19.00,,2308.00,2308.00,16,10,4,121.47
2025-03,Pieza Extra Quesadilla,Quesadilla,ORDEN,8.00,,256.00,256.00,7,0,0,32.00
2025-06,Pieza Extra Empanada,Empanada,ORDEN,1.00,,40.00,40.00,1,1,0,40.00
2023-12,Jamaica Vaso,Bebida,ORDEN,294.00,,9116.25,9124.00,31,0,0,31.01
2024-01,Café Negro,Bebida,ORDEN,220.00,,6598.50,6600.00,30,0,0,29.99
2026-07,Pieza Huevo Estrellado Cocido,Huevos,ORDEN,18.00,,360.00,360.00,13,0,0,20.00
2024-03,1/2 Enmoladas,Enmolada,ORDEN,38.00,,3545.40,3552.00,34,20,7,93.30
2026-04,Pieza Extra Quesadilla,Quesadilla,ORDEN,3.00,,105.00,105.00,3,0,0,35.00
2026-03,Pieza Extra Empanada,Empanada,ORDEN,4.00,,157.00,157.00,4,1,0,39.25
2023-10,Enmoladas,Enmolada,ORDEN,29.00,,4130.50,4137.00,26,18,1,142.43
2024-02,Gorditas Surtidas,Gordita,PIEZA,24.00,124.00,1620.00,1860.00,21,0,0,67.50
2025-06,Enfrijoladas,Enfrijolada,ORDEN,10.00,,1715.00,1715.00,10,5,1,171.50
2026-03,Pieza Extra Quesadilla,Quesadilla,ORDEN,14.00,,490.00,490.00,10,0,0,35.00
2024-06,Café con Leche,Bebida,ORDEN,624.00,,18804.00,18819.00,58,0,0,30.13
2026-07,Entomatadas,Entomatada,ORDEN,68.00,,13267.00,13267.00,56,43,16,195.10
2024-11,Tacos de Harina,Taco,PIEZA,807.00,807.00,14637.70,14638.60,322,10,5,18.14
2025-01,1/2 Empanadas (2 pzas.),Empanada,ORDEN,79.00,,6435.00,6435.00,73,8,14,81.46
2025-02,Bocoles Surtidos,Bocol,PIEZA,1.00,5.00,90.00,90.00,1,0,0,90.00
2025-06,Fuze Tea,Bebida,ORDEN,21.00,,840.00,840.00,12,0,0,40.00
2024-04,Limón 1 Litro,Bebida,ORDEN,54.00,,2761.50,2766.00,24,0,0,51.14
2025-07,Porción Ensalada,Guarnicion,ORDEN,2.00,,50.00,50.00,2,0,0,25.00
2024-05,1/2 Enchiladas Rojas,Enchilada,ORDEN,170.00,,15809.60,15826.00,126,87,30,93.00
2025-02,Enmoladas,Enmolada,ORDEN,25.00,,3949.00,3949.00,23,13,2,157.96
2025-01,Huevos con Deshebrada,Huevos,ORDEN,21.00,,2434.00,2434.00,12,0,0,115.90
2023-08,Huevos Rancheros,Huevos,ORDEN,1.00,,0.00,95.00,1,0,0,0.00
2024-03,10 Lts. Agua Fresca de Sabor,Bebida,ORDEN,2.00,,400.00,400.00,1,0,0,200.00
2025-07,Pieza Tortilla de Harina,Guarnicion,ORDEN,6.00,,30.00,30.00,3,0,0,5.00
2026-04,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,5.00,,100.00,100.00,5,0,0,20.00
2025-08,Tacos de Maiz,Taco,PIEZA,984.00,984.00,19959.00,19959.00,324,8,3,20.28
2024-05,Jugo Naranja Vaso,Bebida,ORDEN,108.00,,5385.00,5400.00,22,0,0,49.86
2025-06,Horchata Vaso,Bebida,ORDEN,161.00,,6335.00,6335.00,30,0,0,39.35
2023-11,Jugo Naranja Vaso,Bebida,ORDEN,70.00,,2728.05,2730.00,22,0,0,38.97
2024-12,1/2 Enfrijoladas,Enfrijolada,ORDEN,16.00,,1460.00,1460.00,14,5,6,91.25
2024-09,Bisquet,Otros,ORDEN,100.00,,2500.00,2500.00,34,0,0,25.00
2025-09,Té de Manzanilla,Bebida,ORDEN,4.00,,132.00,132.00,4,0,0,33.00
2023-10,Pieza Extra Empanada,Empanada,ORDEN,1.00,,26.00,26.00,1,0,0,26.00
2025-07,Horchata Vaso,Bebida,ORDEN,168.00,,6566.00,6566.00,31,0,0,39.08
2025-11,Aguacate Extra,Otros,ORDEN,7.00,,105.00,105.00,6,0,0,15.00
2025-02,1/2 Enmoladas,Enmolada,ORDEN,41.00,,5157.00,5157.00,33,19,5,125.78
2024-06,Pieza Enchilada Roja,Enchilada,ORDEN,3.00,,60.00,60.00,3,0,0,20.00
2023-08,Migada Guisado Normal,Migada,PIEZA,11.00,11.00,1103.00,1103.00,11,0,4,100.27
2024-01,1/2 Entomatadas,Entomatada,ORDEN,86.00,,8634.00,8634.00,66,43,10,100.40
2025-03,Gorditas Surtidas,Gordita,PIEZA,22.00,137.00,2329.00,2329.00,17,0,0,105.86
2026-07,Orden de Guisado de Carne,Guarnicion,ORDEN,8.00,,1121.00,1121.00,8,9,0,140.13
2023-12,Gorditas,Gordita,PIEZA,5974.00,5974.00,91191.20,91400.00,629,17,6,15.26
2024-02,Té de Manzanilla,Bebida,ORDEN,5.00,,150.00,150.00,5,0,0,30.00
2024-09,Migada Guisado de Carne,Migada,PIEZA,236.00,236.00,30209.00,30209.00,208,1,65,128.00
2026-02,Gorditas,Gordita,PIEZA,5083.00,5083.00,99001.00,99096.00,594,16,33,19.48
2025-04,Salsa Roja,Guarnicion,ORDEN,48.00,,45.00,45.00,17,0,0,0.94
2026-03,Pieza Tortilla de Maíz,Guarnicion,ORDEN,8.00,,40.00,40.00,5,0,0,5.00
2024-10,Enchiladas Rojas,Enchilada,ORDEN,78.00,,12089.00,12089.00,67,51,20,154.99
2025-10,Orden de Guisado Normal,Guarnicion,ORDEN,9.00,,1035.00,1035.00,9,0,0,115.00
2024-01,Empanadas (4 pzas.),Empanada,ORDEN,99.00,,10362.90,10368.00,98,22,22,104.68
2024-06,1/2 Encremadas,Encremada,ORDEN,37.00,,3898.00,3898.00,35,22,2,105.35
2025-04,Tacos de Maiz,Taco,PIEZA,1075.00,1075.00,21685.00,21905.00,341,6,3,20.17
2025-02,Pieza Extra Quesadilla,Quesadilla,ORDEN,3.00,,88.00,88.00,3,0,0,29.33
2026-06,Bocoles Surtidos,Bocol,PIEZA,1.00,5.00,110.00,110.00,1,0,0,110.00
2024-06,Huevos a la Mexicana,Huevos,ORDEN,45.00,,3780.85,3785.00,22,0,0,84.02
2026-05,1/2 Enchiladas Picositas,Enchilada,ORDEN,46.00,,6146.00,6146.00,41,32,8,133.61
2026-03,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,2.00,,40.00,40.00,2,0,0,20.00
2025-04,Café Negro,Bebida,ORDEN,273.00,,9555.00,9555.00,39,0,0,35.00
2026-09,1/2 Entomatadas,Entomatada,ORDEN,29.00,,3621.00,3621.00,27,17,17,124.86
2026-07,Refresco 600 ml.,Bebida,ORDEN,461.00,,17991.00,17991.00,147,0,0,39.03
2026-04,1/2 Enchiladas Mixtas (4 Piezas),Enchilada,ORDEN,31.00,,5100.00,5100.00,31,22,8,164.52
2024-07,Té de Manzanilla,Bebida,ORDEN,10.00,,321.00,321.00,6,0,0,32.10
2026-09,Huevo Revuelto 2 pzas.,Huevos,ORDEN,2.00,,70.00,70.00,2,0,0,35.00
2026-01,1/2 Enchiladas Rojas,Enchilada,ORDEN,177.00,,22420.00,22420.00,132,97,54,126.67
2023-09,Horchata Vaso,Bebida,ORDEN,74.00,,2312.45,2314.00,20,0,0,31.25
2024-05,Pieza Extra Quesadilla,Quesadilla,ORDEN,4.00,,92.00,92.00,4,0,0,23.00
2024-06,Enchiladas Rojas,Enchilada,ORDEN,144.00,,20365.70,20381.00,109,96,24,141.43
2024-05,1/2 Empanadas (2 pzas.),Empanada,ORDEN,107.00,,7235.00,7235.00,102,15,14,67.62
2025-07,Gorditas Surtidas,Gordita,PIEZA,58.00,270.00,4590.00,4590.00,19,0,0,79.14
2024-03,Porción Frijol con Queso,Guarnicion,ORDEN,2.00,,10.00,10.00,2,0,0,5.00
2026-08,Pieza Tortilla de Maíz,Guarnicion,ORDEN,19.00,,95.00,95.00,8,0,0,5.00
2025-02,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,118.00,,9727.00,9727.00,67,11,46,82.43
2025-10,Aguacate Extra,Otros,ORDEN,3.00,,45.00,45.00,3,0,0,15.00
2023-08,Enchiladas Rojas,Enchilada,ORDEN,8.00,,1315.00,1315.00,7,4,0,164.38
2026-01,1/2 Enchiladas Picositas,Enchilada,ORDEN,31.00,,4188.00,4188.00,29,19,6,135.10
2026-01,Pieza Enchilada Picosa,Enchilada,ORDEN,1.00,,25.00,25.00,1,0,0,25.00
2025-12,Té de Manzanilla,Bebida,ORDEN,8.00,,264.00,264.00,6,0,0,33.00
2025-04,PROMO 6 surtidas,Otros,ORDEN,84.00,,7980.00,7980.00,17,0,0,95.00
2026-07,Café Negro,Bebida,ORDEN,384.00,,16154.00,16154.00,34,0,0,42.07
2024-01,Plátano Frito,Otros,ORDEN,33.00,,1030.00,1030.00,29,0,0,31.21
2025-12,Salsa Verde,Guarnicion,ORDEN,14.00,,0.00,0.00,5,0,0,0.00
2026-06,1/2 Enmoladas,Enmolada,ORDEN,44.00,,5752.00,5752.00,37,22,7,130.73
2025-03,Enfrijoladas,Enfrijolada,ORDEN,12.00,,2040.00,2040.00,11,6,4,170.00
2025-08,1/2 Entomatadas,Entomatada,ORDEN,136.00,,17208.00,17208.00,112,80,45,126.53
2025-04,Orden Huevos Revueltos,Huevos,ORDEN,3.00,,345.00,345.00,2,0,0,115.00
2024-02,Zanahorias p/llevar,Otros,ORDEN,1.00,,0.00,0.00,1,0,0,0.00
2024-12,Orden Huevos Revueltos,Huevos,ORDEN,5.00,,500.00,500.00,5,0,0,100.00
2026-08,Café con Leche,Bebida,ORDEN,1006.00,,42356.00,42356.00,72,0,0,42.10
2024-11,Café Negro,Bebida,ORDEN,319.00,,10525.35,10527.00,34,0,0,32.99
2026-07,Orden de Guisado Normal,Guarnicion,ORDEN,23.00,,2760.00,2760.00,22,22,0,120.00
2025-10,Huevos con Deshebrada,Huevos,ORDEN,39.00,,5070.00,5070.00,19,0,0,130.00
2025-08,Bisquet,Otros,ORDEN,147.00,,4410.00,4410.00,30,0,0,30.00
2023-10,Fuze Tea,Bebida,ORDEN,8.00,,274.00,274.00,6,0,0,34.25
2025-06,Horchata 1 Litro,Bebida,ORDEN,38.00,,2672.00,2672.00,18,0,0,70.32
2025-02,Huevos con Deshebrada,Huevos,ORDEN,19.00,,2246.00,2246.00,13,0,0,118.21
2024-05,Migada Guisado de Carne,Migada,PIEZA,280.00,280.00,29300.70,29316.00,245,1,120,104.65
2024-12,Tacos Harina Surtidos,Taco,PIEZA,1.00,3.00,54.00,54.00,1,0,0,54.00
2024-06,Bocoles,Bocol,PIEZA,2302.00,2302.00,40135.55,40146.60,505,20,23,17.44
2025-09,Panqué de Elote,Postre,ORDEN,1.00,,30.00,30.00,1,0,0,30.00
2023-12,Quesadillas (4 pzas.),Quesadilla,ORDEN,213.00,,21094.05,21108.00,95,15,82,99.03
2024-12,Pieza Huevo Estrellado Ciego,Huevos,ORDEN,1.00,,18.00,18.00,1,0,0,18.00
2025-08,Orden Huevos Estrellados,Huevos,ORDEN,14.00,,1610.00,1610.00,11,0,0,115.00
2025-06,1/2 Empanadas (2 pzas.),Empanada,ORDEN,83.00,,7570.00,7570.00,79,16,26,91.20
2025-01,Horchata Vaso,Bebida,ORDEN,126.00,,4488.00,4488.00,26,0,0,35.62
2024-09,Tacos de Harina,Taco,PIEZA,691.00,691.00,12538.00,12538.00,276,9,0,18.14
2025-07,1/2 Encremadas,Encremada,ORDEN,29.00,,3836.00,3836.00,26,14,5,132.28
2023-10,Limón Vaso,Bebida,ORDEN,283.00,,8793.00,8793.00,30,0,0,31.07
2024-03,1/2 Enfrijoladas,Enfrijolada,ORDEN,24.00,,1974.00,1974.00,20,9,7,82.25
2024-09,Huevo Revuelto 2 pzas.,Huevos,ORDEN,1.00,,32.00,32.00,1,0,0,32.00
2023-09,Refresco 600 ml.,Bebida,ORDEN,352.00,,10726.50,10767.00,147,0,0,30.47
2026-05,Horchata Vaso,Bebida,ORDEN,143.00,,6071.00,6071.00,29,0,0,42.45
2026-02,Migada Guisado Normal,Migada,PIEZA,12.00,12.00,1596.00,1596.00,12,0,6,133.00
2026-01,Enfrijoladas,Enfrijolada,ORDEN,8.00,,1410.00,1410.00,8,6,1,176.25
2023-12,Gorditas Surtidas,Gordita,PIEZA,66.00,374.00,5610.00,5610.00,35,0,0,85.00
2023-08,Enchiladas Picositas,Enchilada,ORDEN,15.00,,1958.00,1958.00,15,9,1,130.53
2025-07,Enchiladas Rojas,Enchilada,ORDEN,63.00,,11426.00,11426.00,54,37,9,181.37
2024-03,Bisquet,Otros,ORDEN,49.00,,1225.00,1225.00,21,0,0,25.00
2025-02,Café Negro,Bebida,ORDEN,283.00,,9545.00,9545.00,33,0,0,33.73
2026-08,1/2 Entomatadas,Entomatada,ORDEN,166.00,,22459.00,22459.00,125,98,52,135.30
2026-07,Gorditas de Azúcar,Gordita,PIEZA,52.00,52.00,2184.00,2184.00,25,0,0,42.00
2024-10,Pieza Huevo Estrellado Medio,Huevos,ORDEN,5.00,,90.00,90.00,5,0,0,18.00
2025-06,Pieza Huevo Estrellado Tierno,Huevos,ORDEN,16.00,,320.00,320.00,9,0,0,20.00
2024-01,Horchata 1 Litro,Bebida,ORDEN,41.00,,2422.25,2425.00,20,0,0,59.08
2026-08,Zanahorias p/llevar,Otros,ORDEN,20.00,,191.00,191.00,14,0,0,9.55
2023-09,Huevos con Deshebrada,Huevos,ORDEN,7.00,,665.00,665.00,7,0,0,95.00
2024-06,Jamaica Vaso,Bebida,ORDEN,426.00,,13223.60,13236.00,30,0,0,31.04
2024-02,Salsa Habanera,Guarnicion,ORDEN,2.00,,0.00,0.00,2,0,0,0.00
2025-01,Pieza Tortilla de Harina,Guarnicion,ORDEN,4.00,,20.00,20.00,2,0,0,5.00
2024-06,Porción Frijol con Queso,Guarnicion,ORDEN,12.00,,60.00,60.00,9,0,0,5.00
2023-11,Jugo Naranja 1 Litro,Bebida,ORDEN,7.00,,413.00,413.00,6,0,0,59.00
2025-04,Empanadas (4 pzas.),Empanada,ORDEN,130.00,,18483.00,18483.00,125,24,46,142.18
2025-08,Gorditas de Azúcar,Gordita,PIEZA,48.00,48.00,1824.00,1824.00,23,0,0,38.00
2026-06,1/2 Entomatadas,Entomatada,ORDEN,136.00,,18596.00,18596.00,107,81,36,136.74
2026-06,Huevo Revuelto 2 pzas.,Huevos,ORDEN,9.00,,315.00,315.00,9,0,0,35.00
2024-11,Pieza Huevo Estrellado Medio,Huevos,ORDEN,7.00,,126.00,126.00,7,0,0,18.00
2026-06,Café con Leche,Bebida,ORDEN,1058.00,,44488.00,44488.00,86,0,0,42.05
2025-10,Gorditas Surtidas,Gordita,PIEZA,24.00,120.00,2040.00,2040.00,16,0,0,85.00
2025-01,Ciel 600 ml.,Bebida,ORDEN,78.00,,2418.00,2418.00,27,0,0,31.00
2023-12,Migada Guisado Normal,Migada,PIEZA,49.00,49.00,4765.00,4765.00,47,0,20,97.24
2025-01,1/2 Quesadillas (2 pzas.),Quesadilla,ORDEN,127.00,,9718.00,9718.00,68,9,47,76.52
2024-02,Huevo Estrellado 2 pzas.,Huevos,ORDEN,4.00,,139.00,139.00,2,0,0,34.75
